id,title,isbn,page_count,publishing_date,form,publisher,language,author,illustrator,originally_published,genres,subject,awards,nominations,characters,description,sub_title
PZiwQwAACAAJ,Heidi,"9780753454947, 0753454947",352,"November 15, 2002",Hardcover,Kingfisher,English,Johanna Spyri,Angelo Rinaldi,1880,"Novel, Children's literature, Fiction","Juvenile Fiction / Classics, Alps, Swiss (Switzerland) -- Juvenile fiction, Children's stories, Grandfathers -- Juvenile fiction -- Switzerland, Invalids -- Juvenile fiction -- Germany -- Frankfurt am Main, Mountain life -- Juvenile fiction -- Switzerland, Orphans -- Juvenile fiction -- Switzerland -- Germany -- Frankfurt am Main",,,"Heidi's Grandfather, Fräulein Rottenmeier, Clara, Heidi, Dete, Peter","Heidi was first published in 1880. A classic tale of childhood joys and friendships, it has delighted and inspired generations of children.",
FWNuQgAACAAJ,Getting Results with Curriculum Mapping,"9780871209993, 0871209993",181,2004,Paperback,Association for Supervision and Curriculum Development,English,,,2004,,"Teacher participation in curriculum planning -- United States, Curriculum planning",,,,"Curriculum maps are among the simplest yet most effective tools for improving teaching and learning. Because they require people to draw explicit connections between content, skills, and assessment measures, these maps help ensure that all aspects of a lesson are aligned not only with each other, but also with mandated standards and tests.
In Getting Results with Curriculum Mapping, Heidi Hayes Jacobs and her coauthors offer a wide range of perspectives on how to get the most out of the curriculum mapping process in districts and schools. In addition to detailed examples of maps from schools across the United States, the authors offer concrete advice on such critical issues as

* Preparing educators to implement mapping procedures,

* Using software to create ...",
H-AMAQAACAAJ,There's Always Enough,"9781852402877, 1852402873",192,2003,Paperback,Sovereign World,English,"Rolland Baker, Heidi Baker",,2003,,"Church work with the poor -- Mozambique, Miracle workers -- Mozambique, Miracles -- History -- 20th century, Missions -- Mozambique, Mozambique -- Church history -- 20th century, Pentecostalism -- Mozambique, Christianity, Miracles, Missions",,,,"Tells the story of an adventure that began when the authors, founders of IRIS Ministries, and both natives of California, USA, answered God's call to minister to the poorest of the poor.",
5IZbGQGhEXAC,What to expect the first year,"9780761129585, 0761129588",806,2003,Paperback,Workman Pub.,English,"Heidi Eisenberg Murkoff, Arlene Eisenberg, Sandee Eisenberg Hathaway, Sharon Mazel",,1989,,"Child rearing., Family & Relationships / Life Stages / Infants & Toddlers, Infants -- Care, Infants., Infants; Care.",,,,"Some things about babies, happily, will never change. They still arrive warm, cuddly, soft, and smelling impossibly sweet. But how moms and dads care for their brand-new bundles of baby joy has changed and now, so has the new-baby bible. Announcing the completely revised third edition of ""What to Expect the First Year."" With over 10.5 million copies in print, ""First Year"" is the world s best-selling, best-loved guide to the instructions that babies don t come with, but should. And now, it s better than ever. Every parent s must-have/go-to is completely updated. Keeping the trademark month-by-month format that allows parents to take the potentially overwhelming first year one step at a time, ""First Year"" is easier-to-read, faster-to-flip-through, and new-family-friendlier than ever pa...",
a6NbAAAACAAJ,The Player's Handbook,"9780972016414, 0972016414",123,November 2003,Paperback,One Hour Entertainment,English,"Heidi Fleiss, Libby Keatinge",,November 2003,,"Courtship, Dating (Social customs), Man-woman relationships, Single women",,,,"Written by the former escort turned madam whose little black book of clients caused a major stir when she was finally caught, this guide to playing the field for women show women how to maintain control in any relationship, or cluster of relationships. 50,000 first printing.",The Ultimate Guide on Dating and Relationships
8SBFuQEACAAJ,Simply Beautiful Beading,"9781581805635, 1581805632",128,"August 19, 2004",Paperback,F+W Media,English,Heidi Boyd,,2004,,"Crafts & Hobbies / Jewelry, Beadwork, Jewelry making",,,,"Blend your creative spirit with the quick and easy projects found inside Simply Beautiful Beading
From casual to sophisticated, and everything in between, you'll find beading designs to fit your personal style. Inside, you'll discover 53 simple yet stylish beading projects for exquisite jewelry, accessories and home decor, including:
modern glass bead chokerssemiprecious stone setcharm braceletswired-pearl barretteswineglass charmshanging votive candle holderand more than 35 variation projects for even more simply beautiful ideas!",
ryot4Ag2GGQC,"Chapterhouse, Dune","9780441102679, 0441102670",464,1987,Paperback,Ace Books,English,Frank Herbert,,March 1985,,"Dune (Imaginary place) -- Fiction, Fiction / Science Fiction / General, Science fiction, Dune (Imaginary place), Life on other planets -- Fiction, Science fiction, American",,Locus Award for Best Science Fiction Novel,"Duncan Idaho, Darwi Odrade, Miles Teg, Murbella, Sheeana, Bellonda, Scytale","Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time
The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power.
Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",
0TRmtSOxcUAC,Dune Messiah,,329,1987,Paperback,Ace Books,English,Frank Herbert,,1969,"Science fiction, Novel","Dune (Imaginary place) -- Fiction, Atreides, Paul (Fictitious character) -- Fiction, Science fiction",,,"Paul Atreides, Chani, Leto II Atreides, Gaius Helen Mohiam, Scytale, Hayt","It has been 12 years since Paul Muad'Dib's Fremen forces overthrew the Padishah Emperor. Since then, the fanatical Jihad, headed by the Fremen Fedaykin, has become a juggernaut, destroying all in its path. Sitting uneasily upon a religious and Imperial throne, Paul fights relentlessly against the horrors of absolute prediction, unwilling to accept and unable to change the future in which he is trapped. A powerful oracular being hides from him a dangerous conspiracy, of which one of his own household is a member. Paul's sister, Alia, is now worshipped as a saint; but as she comes of age she, too, is betrayed by friends and beset by enemies. In the midst of this comes a gift from the Tleilaxu - one which Paul knows may bring about his own downfall. The gift is a ghola named Hayt, grown fr...",
MsuOzwEACAAJ,Dreamer of Dune,"9780765306470, 0765306476",592,July 2004,Trade paperback,Tor Book,English,Brian Herbert,,2003,,"Biography & Autobiography / Literary Figures, Literary Criticism / Science Fiction & Fantasy, Authors, American -- Biography -- 20th century, Dune (Imaginary place), Science fiction -- Authorship",,"Hugo Award for Best Related Work, Locus Award for Best Non-Fiction",,"Everyone knows Frank Herbert's Dune.

This amazing and complex epic, combining politics, religion, human evolution, and ecology, has captured the imagination of generations of readers. One of the most popular science fiction novels ever written, it has become a worldwide phenomenon, winning awards, selling millions of copies around the world. In the prophetic year of 1984, Dune was made into a motion picture directed by David Lynch, and it has recently been produced as a three-part miniseries on the Sci-Fi Channel. Though he is best remembered for Dune, Frank Herbert was the author of more than twenty books at the time of his tragic death in 1986, including such classic novels as The Green Brain, The Santaroga Barrier, The White Plague and Dosadi Experiment.

Brian Herber...",The Biography of Frank Herbert
xuB8SD2tVqkC,Heretics of Dune,"9780399128981, 0399128980",480,1984,Hardcover,Putnam,English,Frank Herbert,,1984,"Science fiction, Novel","Dune (Imaginary place), Dune (Imaginary place) -- Fiction, Science fiction",Cosmos 2000 Award,Locus Award for Best Science Fiction Novel,"Duncan Idaho, Miles Teg, Darwi Odrade, Alma Mavis Taraza, Murbella, Tylwyth Waff, Sheeana, Bellonda, Scytale","The planet Arrakis is becoming desert again. Lost ones are returning home from the far reaches of space. The great sandworms are dying, and the children of Dunes children awaken from empire as from a dream, wielding the new power of a heresy called love. Copyright © Libri GmbH. All rights reserved.",
zN4nV3d5ydMC,The Road to Dune,"9780765353702, 0765353709",434,September 2006,Paperback,Tom Doherty Associates,English,"Frank Herbert, Brian Herbert, Kevin J. Anderson",,2005,"Science fiction, Space opera","Fiction / Science Fiction / Collections & Anthologies, Fiction / Science Fiction / Space Opera, Literary Collections / Letters, Dune (Imaginary place), Dune (Imaginary place) -- Literary collections, Science fiction -- Authorship, Science fiction, American -- 20th century, Dune (Imaginary place) -- Fiction, Science fiction -- Fiction -- Authorship",,,,"Frank Herbert's Dune is widely known as the science fiction equivalent of The Lord of the Rings. Now The Road to Dune is a companion work comparable to The Silmarillion, shedding light on and following the remarkable development of the bestselling science fiction novel of all time.

In this fascinating volume, the world's millions of Dune fans can read--at long last--the unpublished chapters and scenes from Dune and Dune Messiah. The Road to Dune also includes some of the original correspondence between Frank Herbert and famed editor John W. Campbell, Jr., along with other correspondence during Herbert's years-long struggle to get his innovative work published, and the article ""They Stopped the Moving Sands,"" Herbert's original inspiration for Dune.

The Road to Dune also...",
0ZKAkX0W4A4C,"Heretics of Dune (Dune Chronicles, Book 5)","9780441328000, 0441328008",480,1987,Paperback,Ace Books,English,Frank Herbert,,1984,"Science fiction, Novel","Dune (Imaginary place) -- Fiction, Fiction / Science Fiction / General, Science fiction, Imaginary wars and battles -- Fiction, Life on other planets -- Fiction, Prophecy -- Fiction, Robots -- Fiction, Science fiction, American",Cosmos 2000 Award,Locus Award for Best Science Fiction Novel,"Duncan Idaho, Miles Teg, Darwi Odrade, Alma Mavis Taraza, Murbella, Tylwyth Waff, Sheeana, Bellonda, Scytale","Book Five in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time

Leto Atreides, the God Emperor of Dune, is dead. In the fifteen hundred years since his passing, the Empire has fallen into ruin. The great Scattering saw millions abandon the crumbling civilization and spread out beyond the reaches of known space. The planet Arrakis--now called Rakis--has reverted to its desert climate, and its great sandworms are dying.

Now the Lost Ones are returning home in pursuit of power. And as these factions vie for control over the remnants of the Empire, a girl named Sheeana rises to prominence in the wastelands of Rakis, sending religious fervor throughout the galaxy. For she possesses the abilities of the Fremen sandriders--fulfilling a prophecy foretold by the late God Emperor....",
js_tNwAACAAJ,The Lord of the Rings,"9780618212903, 0618212906",192,2002,Hardcover,Houghton Mifflin Company,English,Gary Russell,,September 2002,,"Animated films -- United States, Lord of the rings, the fellowship of the ring (Motion picture), The Lord of the rings (Motion picture), Characters and characteristsics in motion pictures -- Pictorial works, Lord of the rings, the fellowship of the ring (Motion picture) -- Pictorial works, Middle Earth (Imaginary place) -- Pictorial works, Motion pictures -- Pictorial works -- Setting and scenery -- Art direction",,,,"Alan Lee, the beloved illustrator of many of Houghton Mifflin's Tolkien editions, and a talented team of other artists, including the renowned Tolkien illustrator John Howe, have spent more than three years creating the sets, props, creatures, and locations that truly bring Tolkien's Middle-earth to life. Hobbiton, Rivendell, and Minas Tirith are no longer designations on the map. Literally hundreds of designers and craftspeople have been painstakingly adding authentic cultural details to each of more than 48,000 separate objects shown in The Fellowship of the Ring, from armor to props to architecture. All this and more is shown in Gary Russell's lavishly illustrated book. Russell spent time on the set in New Zealand, conducting interviews with director Peter Jackson, special effects gu...",The Art of The Fellowship of the Ring
khEua4UXieMC,The Power of One,"9780345410054, 034541005X",518,"September 29, 1996",Paperback,Random House Publishing Group,English,Bryce Courtenay,,"February 21, 1989","Novel, Historical Fiction, Bildungsroman, historical novel, War story","Fiction / Action & Adventure, Fiction / Historical / General, Fiction / Psychological, Adventure and adventurers, Afrikaners -- Juvenile fiction, Apartheid -- Juvenile fiction -- South Africa, Boarding schools -- Juvenile fiction, Children -- Fiction -- South Africa, Children -- Fiction -- South Africa -- Juvenile fiction -- Conduct of life, Conduct of life -- Juvenile fiction, Courage -- Juvenile fiction, Loneliness -- Juvenile fiction, Prejudices -- Juvenile fiction, South Africa -- Fiction, South Africa -- Fiction -- History, Success in children -- Juvenile fiction, World War, 1939-1945 -- Fiction -- South Africa, Apartheid -- Fiction, Bildungsromans, Boxing stories, CHILDREN., Friendship -- Fiction -- South Africa, Self-confidence -- Juvenile fiction, South Africa -- Juvenile fiction -- History -- 1909-1961, South African fiction (English), War stories, World War, 1939-1945 -- Juvenile fiction -- South Africa",,,"Mrs. Boxall, Geel Piet, Peekay, Morris Levy, Doc","“The Power of One has everything: suspense, the exotic, violence; mysticism, psychology and magic; schoolboy adventures, drama.”
–The New York Times

“Unabashedly uplifting . . . asserts forcefully what all of us would like to believe: that the individual, armed with the spirit of independence–‘the power of one’–can prevail.”
–Cleveland Plain Dealer

In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams–which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudi...",A Novel
aYZYAAAAYAAJ,The power of one,"9780385902748, 0385902743",291,2005,Hardcover,Delacorte Press,English,Bryce Courtenay,,"February 21, 1989","Novel, Historical Fiction, Bildungsroman, historical novel, War story","Apartheid -- Juvenile fiction, Boxing -- Juvenile fiction, Conduct of life -- Juvenile fiction, Prejudices -- Juvenile fiction, Prisons -- Juvenile fiction, Self-confidence -- Juvenile fiction, South Africa -- Juvenile fiction -- History -- 1909-1961, World War, 1939-1945 -- Juvenile fiction -- South Africa, Apartheid -- Fiction, Boxing stories, Conduct of life -- Fiction, Prejudices -- Fiction, Prisons -- Fiction, Self-confidence -- Fiction, South Africa -- Fiction -- History -- 1909-1961, World War, 1939-1945 -- Fiction -- South Africa, Young adult fiction",,,"Mrs. Boxall, Geel Piet, Peekay, Morris Levy, Doc","In 1939, hatred took root in South Africa, where the seeds of apartheid were newly sown. There a boy called Peekay was born. He spoke the wrong language-English. He was nursed by a woman of the wrong color-black. His childhood was marked by humiliation and abandonment. Yet he vowed to survive-he would become welterweight champion of the world, he would dream heroic dreams.
But his dreams were nothing compared to what awaited him. For he embarked on an epic journey, where he would learn the power of words, the power to transform lives, and the mystical power that would sustain him even when it appeared that villainy would rule the world: The Power of One.
""From the Hardcover edition.",
L_FGsSyk2PkC,The Power of One,"9780785260059, 0785260056",256,2004,Paperback,Thomas Nelson Incorporated,English,"John C. Maxwell, Thomas G. Addington, Stephen R. Graves",,2004,,"Business ethics -- Problems, exercises, etc -- Quotations, maxims, etc, Golden rule -- Quotations, maxims, etc, Integrity -- Problems, exercises, etc -- Quotations, maxims, etc, Success in business -- Problems, exercises, etc -- Quotations, maxims, etc, Conduct of life, Control (Psychology), Leadership, Social values",,,,"In this 30-day companion workbook to There's No Such Thing as ""Business"" Ethics, bestselling author John C. Maxwell demonstrates how we can live with integrity by using the Golden Rule as our standard-in business and in life. In fact, Maxwell suggests the higher standard of exceeding the Golden Rule-by treating people better than they treat us, helping those who cannot help us, doing right when it is natural to do wrong, and keeping promises, even when it hurts.
An ethics guide for any situation, each ""day"" of The Power of One offers a Drilling Down section which features a case study or story that illustrates the day's topic, Summarizing Principles on the subject, penetrating questions for Making Evaluation, and points of application for Taking Action. Maxwell reveals the factors that can ""tarnish"" the Golden Rule and teaches how to develop the Midas touch in personal integrity.","One Person, One Rule, One Month"
idPQNAEACAAJ,Power of An Hour,"9780471780939, 0471780936",224,"May 19, 2006",Hardcover,Wiley,English,Dave Lakhani,,"May 19, 2006",,"Business & Economics / General, Business & Economics / Motivational, Business & Economics / Time Management, Executive ability, Organizational change, Self-Help / Personal Growth / Success, Success in business",,,,"Praise for The Power of an Hour

""The master at getting what you want from others now tells us how to get what we want from ourselves! This is really a great book, and I recommend it highly—for you, for your team, and for your children.""
—Bob Burg, author, Endless Referrals
""If you want to make predictable, systematic change in your life or your business, buy this book. Each chapter is a stand-alone system that results in powerful change . . . fast.""
—David Hancock, The Entrepreneurial Publisher, CEO, Morgan James Publishing
""Dave's methods helped me take my business from $0 to $10 million in sales.If you're a creative business owner who wants total focus and massive success, run, don't walk, and get this book!""
—Stephanie Frank, author, The Acc...",Business and Life Mastery in One Hour A Week
pZlZAAAAMAAJ,The Power of One,"9780325001531, 0325001537",233,2000,Paperback,Heinemann,English,Louis E. Catron,,2000,,"Monodramas -- History and criticism, One-person shows (Performing arts), Playwriting",,,,"Read an interview with Lou Catron!
The one-person play has a long and distinguished history, as well as being (a) one of the most economical forms of theatre and (b) a wonderful showcase for an actor, a playwright, and a director-especially when all three are the same person! Dean of American playwriting texts, Louis Catron offers an outstanding guide for playwrights, actors, and directors who are interested in working in this form. He demonstrates techniques of writing, acting, and directing that encourage the reader to create a personal theatrical experience. Among the special qualities in the book are:
discussions and illustrations of the actor/playwright conundrum tips for solo play actors, directors, and playwrights numerous examples of actual solo play scripts. The book comes complete with exercises for the writer and solid advice for actors and directors.","The Solo Play for Playwrights, Actors, and Directors"
eNq_KlqjJdwC,"How to Buy, Sell, and Profit on EBay","9780062032720, 0062032720",336,"September 7, 2010",ebook,HarperCollins,English,Adam Ginsberg,,"May 3, 2005",,"Business & Economics / E-Commerce / General, Business & Economics / Home-Based Businesses, Business & Economics / Sales & Selling / General, Business & Economics / Small Business, Business, Internet auctions, New business enterprises, Nonfiction, Small business -- Management",,,,"A lively insider's guide to starting a successful small business selling items old and new on eBay, written with personal anecdotes, well–kept secrets, and insider tips by Adam Ginsberg, eBay's most successful private salesperson.
This is the insider's guide to making money on eBay. Adam Ginsberg is the most successful seller on eBay, moving around a million dollars' worth of merchandise every month. Not only will he impart his personal secrets on how to sell on eBay –learned through years of experience – and his tips on expanding your small business using eBay as a global market, but he'll also give fun side–notes and anecdotes, keeping the book lively and making it a fun and interesting read.
This book will be a must–have for all current and aspiring eBay sellers, all small–business owners, and anyone who wants to learn how to start a million–dollar company.",Kick-Start Your Home-Based Business in Just Thirty Days
9VIhmAEACAAJ,Ebay for dummies,"9780470045299, 0470045299",386,2007,Paperback,Wiley,English,Marsha Collier,,,,"Business & Economics / E-Commerce / Small Business, Computers / Internet / General, Auctions -- Computer network resources, Internet auctions",,,,"Thinking about buying or selling items on eBay? Whether you want to use eBay to make smart bids and win auctions or turn household clutter into cash, eBay for Dummies, Fifth Edition is your passport to the most successful trading community on the planet. Beginning with an overview of what eBay is and how to become a registered user, eBay for Dummies helps you discover how you can: Search for items to buy and list items to sell on eBay Place a bid—and determine how much you should spend Use pictures and basic HTML to make your eBay listings more appealing Communicate well and close deals without a problem Identify auction terms (reserve price, starting bid, Buy It Now, etc.) Organize your transactions and interactions using the My eBay page Resolve buying and selling issues with eBay’s ...",
XgvYmAEACAAJ,What to Sell on EBay and Where to Get It,"9780072262780, 0072262788",288,"February 14, 2006",Paperback,McGraw-Hill Education,English,"Chris Malta, Lisa Suttora",,2006,,"Business & Economics / Commerce, Business & Economics / Entrepreneurship, Business & Economics / General, Business & Economics / New Business Enterprises, Business & Economics / Purchasing & Buying, Business & Economics / Reference, Business & Economics / Sales & Selling / General, Business & Economics / Small Business, Computers / Internet / General, Computers / Web / General, Internet auctions, Internet marketing, eBay (Firm)",,,,"Sell them exactly what they want to buy
If you want to build a profitable--and consistent--eBay business, you need to start with strategic product sourcing. What to Sell on eBay and Where to Get It reveals the same techniques used by the most successful e-commerce entrepreneurs and by major retail chains to determine what products will sell well and which suppliers will deliver those products for the best price.
Learn to generate product ideas, research your markets, diversify your product line, and build a direct supply of inventory. Using the proven strategies in this book, you’ll be able to find the products that will fuel your business for the long term and skyrocket your sales!
Find out how to spot trends and discover Idea Hotspots Document your product sour...",The Definitive Guide to Product Sourcing for EBay and Beyond
2oFsAAAACAAJ,"Starting an eBay Business for Dummies, Second Edition","9780764569241, 0764569244",408,"September 17, 2004",Paperback,Wiley,English,Marsha Collier,,2002,,"Business & Economics / E-Commerce / General, Computers / Internet / General, Electronic commerce -- Management, Internet auctions, New business enterprises -- Computer networks, Electronic commerce, New business enterprises -- Management",,,,"Want to pick up extra cash? Explore opening an eBay store? Unload your dusty disco albums or the collection of antlers in the basement? Hey, those poor, dead deer could lead to a rich, lively career. Whether you want to build an eBay business from scratch or just want to make sure you’re up on eBay’s policy changes and taking advantage of new automation tools, this guide will have you selling successfully on eBay faster than you can say, “going…going…”Starting an eBay Business For Dummies 2nd Edition gets you organized and in virtual business fast with step-by-step guidance on: Setting up basic auctions Pricing items or setting minimums strategically Using the About Me page to begin creating a professional identity Finding sources of merchandise (once you exhaust your basement, attic, ...",
fkfOAAAACAAJ,EBay,"9780471933823, 0471933821",260,"June 6, 2006",Paperback,Wiley,English,Julia Wilkinson,,2004,,"Computers / Internet / General, Internet auctions, Teleshopping",,,,"You already know eBay basics. Now you'd like to go beyond with shortcuts, tricks, and tips that let you work smarter and faster. And because you learn more easily when someone shows you how, this is the book for you. Inside, you'll find clear, illustrated instructions for 120 tasks that reveal cool secrets, teach timesaving tricks, and explain great tips guaranteed to make your eBay experience more productive.",Top 100 Simplified Tips and Tricks
dX_UngEACAAJ,EBay Timesaving Techniques For Dummies,"9780764559914, 0764559915",391,"June 25, 2004",Paperback,Wiley,English,Marsha Collier,,"June 25, 2004",,"Business & Economics / E-Commerce / Small Business, Computers / Internet / General, Auctions, Auctions -- Computer network resources, Internet auctions, Online purchasing, Teleshopping",,,,"So, you’ve gotten started on eBay. You’ve made a few purchases and your first sale. You may have even built a moneymaking business. Now you’re looking for ways to ratchet things up. You’re looking for the insider tips and tricks for the easiest ways to take care of listing items, completing transactions, and keeping good records and you don't have the time to do all the research. eBay Timesaving Techniques For Dummies is the book for you.
Marsha Collier, an eBay University instructor and best selling author of eBay For Dummies and Starting an eBay Business For Dummies, has collected the fastest and most effective techniques for finding items to sell, setting up your sales pages, pricing items to move, getting the word out about your business, collecting payments, shipping your item,...",
Q6G3NAEACAAJ,EBay Business All-in-One Desk Reference For Dummies,"9780764584381, 0764584383",832,"May 6, 2005",Paperback,Wiley,English,Marsha Collier,,"April 15, 2005",,"Business & Economics / E-Commerce / Small Business, Computers / Internet / General, Internet auctions, Internet marketing, Electronic commerce -- Management",,,,"Bestselling author Marsha Collier presents readers with an all-new guide that goes beyond all previous eBay business books, offering one-stop guidance on eBay techniques as well as entrepreneurial fundamentals. She provides in-depth coverage on the most critical eBay topics, including merchandise sourcing, marketing, advertising, and customer service.
The minibooks that make up the guide cover eBay registration, navigation, and buying; getting ready to sell; digital photography and scanning for sales pages; eBay selling and marketing; getting legal and licensed; using auction management software; setting up an office (PCs, Internet, networking, and shipping); and PayPal.
* Marsha Collier's eBay books have sold hundreds of thousands of copies and her Starting an eBay Business F...",
E_KMa5Zab0MC,Ruby cookbook,"9780596523695, 0596523696",873,"July 19, 2006",Paperback,O'Reilly Media,English,"Lucas Carlson, Leonard Richardson",,2007,,"Computers / General, Computers / Internet / Web Design, Computers / Languages / JavaScript, Computers / Languages / XML, Computers / Programming / General, Computers / Programming / Object Oriented, Computers / Software Development & Engineering / General, Computers / Web / General, Electronic books, Object-oriented programming (Computer science), Ruby (Computer program language)",,,,"Do you want to push Ruby to its limits? The Ruby Cookbook is the most comprehensive problem-solving guide to today's hottest programming language. It gives you hundreds of solutions to real-world problems, with clear explanations and thousands of lines of code you can use in your own projects.
From data structures and algorithms, to integration with cutting-edge technologies, the Ruby Cookbook has something for every programmer. Beginners and advanced Rubyists alike will learn how to program with:
Strings and numbers Arrays and hashes Classes, modules, and namespaces Reflection and metaprogramming XML and HTML processing Ruby on Rails (including Ajax integration) Databases Graphics Internet services like email, SSH, and BitTorrent Web services Multitasking Graph...",
bVf9SQKUumgC,Ruby Ann's Down Home Trailer Park Cookbook,"9780806523491, 0806523492",223,2002,Paperback,Citadel Press,English,Ruby Ann Boxcar,,2002,"Humor, Cookbook","Cooking / Regional & Ethnic / American / Southern States, Humor / Form / Parodies, Cooking, Mobile home living -- Humor",,,,"The success of Ruby Ann's regular newspaper column, Trailer Talk, a fictional but familiar look at the lots of the High Chaparral Trailer Park, led to the publication of this hilarious cookbook, in which each High Chaparral resident has his or her own story to tell, along with juicy gossip, a special photo, and of course, finger lickin' (and cheap) recipes. Features over 200 classic trailer park fixings, from Spam Rolls to Mayonnaise Cake to Homemade Grape Soda, and everything in between, each personally tested by Ruby Ann in the kitchen of her double-wide.",
vyLjg5nCSl4C,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,"9780806525365, 0806525363",206,2003,Paperback,Citadel Press,English,Ruby Ann Boxcar,,2002,"Humor, Cookbook","Cooking / Methods / Barbecue & Grilling, Cooking / Methods / Outdoor, Humor / General, Barbecuing, Outdoor cooking",,,,"b/w photos throughout. The voluptuous gourmet is back tackling the grill with her famous good humour, gossip and waist-expanding dishes. Ruby Ann celebrates the summertime with a carload of delicious recipes, every one tried and tested by the obese connoisseur of cheap grub.",
nnbhmAEACAAJ,Rails cookbook,"9780596527310, 0596527314",514,2007,Paperback,O'Reilly,English,Rob Orsini,,2007,,"Computers / Languages / Ruby, Computers / Programming / General, Computers / Software Development & Engineering / General, Electronic books, Object-oriented programming (Computer science), Ruby (Computer program language), Ruby on rails (Electronic resource), Web site development, Web site development -- Handbooks, manualrs, etc, Ruby (Computer programming language)",,,,"Rails Cookbook is packed with the solutions you need to be a proficient developer with Rails, the leading framework for building the new generation of Web 2.0 applications. Recipes range from the basics, like installing Rails and setting up your development environment, to the latest techniques, such as developing RESTful web services.



With applications that are code light, feature-full and built to scale quickly, Rails has revolutionized web development. The Rails Cookbook addresses scores of real-world challenges; each one includes a tested solution, plus a discussion of how and why it works, so that you can adapt the techniques to similar situations. Topics include:
Modeling data with the ActiveRecord library Setting up views with ActionView and RHTML templ...",
pHpsUvO5tGoC,Anna Karenina,,837,2002,Paperback,Penguin Publishing Group,English,Leo Tolstoy,,1877,"Novel, Fiction, Literary realism, Drama, Historical romance","Fiction / Classics, Fiction / Historical / General, more",,,"Vronsky, Anna Karenina, Konstantin Dmitrievich Levin, Oblonsky, Aleksei Karenin, Kitty Shcherbatsky, Dolly, Sergius Ivanovich Koznyshev, Varenka, Knyagina Betsy, Countess Vronsky, Countess Lidia Ivanovna, Sergei Alexeyich Karenin, Nikolai Dmitrievich Levin","The must-have Pevear and Volokhonsky translation of one of the greatest Russian novels ever written

Described by William Faulkner as the best novel ever written and by Fyodor Dostoevsky as “flawless,” Anna Karenina tells of the doomed love affair between the sensuous and rebellious Anna and the dashing officer, Count Vronsky. Tragedy unfolds as Anna rejects her passionless marriage and thereby exposes herself to the hypocrisies of society. Set against a vast and richly textured canvas of nineteenth-century Russia, the novel's seven major characters create a dynamic imbalance, playing out the contrasts of city and country life and all the variations on love and family happiness.

While previous versions have softened the robust and sometimes shocking qualities of ...",(Penguin Classics Deluxe Edition)
kceNEAAAQBAJ,Anna Karenina,"9780451528612, 0451528611",942,"November 5, 2002",Paperback,Penguin Publishing Group,English,Leo Tolstoy,,1877,"Novel, Fiction, Literary realism, Drama, Historical romance","Fiction / Classics, Fiction / Literary, more",,,"Vronsky, Anna Karenina, Konstantin Dmitrievich Levin, Oblonsky, Aleksei Karenin, Kitty Shcherbatsky, Dolly, Sergius Ivanovich Koznyshev, Varenka, Knyagina Betsy, Countess Vronsky, Countess Lidia Ivanovna, Sergei Alexeyich Karenin, Nikolai Dmitrievich Levin","Tentang Penulis Lev Nikolayevich Tolstoy was a Russian writer who primarily wrote novels and short stories. Later in life, he also wrote plays and essays. His two most famous works, the novels War and Peace and Anna Karenina, are acknowledged as two of the greatest novels of all time and a pinnacle of realist fiction. Many consider Tolstoy to have been one of the world's greatest novelists. Tolstoy is equally known for his complicated and paradoxical persona and for his extreme moralistic and ascetic views, which he adopted after a moral crisis and spiritual awakening in the 1870s, after which he also became noted as a moral thinker and social reformer. Deskripsi Produk Anna Karenina startled the world with its powerful portrayal of the human need for love and purpose. In a story that b...",
